0,362.18
0.004,347.67
0.008,297.53
0.012,241.58
0.016,294.2
0.02,176.24
0.024,264.36
0.028,305.98
0.032,302.26
0.036,314.12
0.04,346.57
0.044,275.94
0.048,288.72
0.052,275.72
0.056,224.13
0.06,279.08
0.064,345.92
0.068,233.76
0.072,175.88
0.076,295.85
0.08,339.56
0.084,203.07
0.088,145.11
0.092,208.1
0.096,82.773
0.1,250.3
0.104,353.58
0.108,214.18
0.112,325.9
0.116,83.396
0.12,256.7
0.124,194.37
0.128,270.02
0.132,348.23
0.136,208.74
0.14,154.66
0.144,289.33
0.148,262.45
0.152,-209
0.156,86.696
0.16,242.84
0.164,349.33
0.168,78.593
0.172,170.07
0.176,234.25
0.18,149.16
0.184,234.19
0.188,305.89
0.192,203.31
0.196,174.32
0.2,78.397
0.204,252.56
0.208,142.17
0.212,121.85
0.216,-49
0.22,117.19
0.224,161.8
0.228,74.172
0.232,333.66
0.236,102.04
0.24,191.57
0.244,144.56
0.248,290.1
0.252,245.02
0.256,295.4
0.26,177.82
0.264,91.327
0.268,33.232
0.272,208
0.276,247.05
0.28,167.67
0.284,156.29
0.288,322.4
0.292,300.93
0.296,257.31
0.3,195.46
0.304,103.2
0.308,121.5
0.312,51.182
0.316,254.46
0.32,243.53
0.324,170.27
0.328,85.524
0.332,146.94
0.336,77.09
0.34,194.89
0.344,192.61
0.348,109.91
0.352,28.303
0.356,222.85
0.36,93.569
0.364,135.91
0.368,111.41
0.372,90.364
0.376,109.48
0.38,206.12
0.384,84.752
0.388,124.66
0.392,13.48
0.396,205.54
0.4,94.811
0.404,9.6796
0.408,91.05
0.412,99.317
0.416,33.454
0.42,209.21
0.424,75.064
0.428,68.712
0.432,154.24
0.436,143.43
0.44,100.19
0.444,-11.399
0.448,203.45
0.452,137.71
0.456,182.56
0.46,174.67
0.464,127.89
0.468,138.84
0.472,44.823
0.476,69.555
0.48,-17.067
0.484,58.007
0.488,-310
0.492,66.879
0.496,15.544
0.5,73.35
0.504,121.6
0.508,81.217
0.512,-85.092
0.516,107.79
0.52,274.09
0.524,57.231
0.528,379
0.532,144.86
0.536,-24.325
0.54,95.866
0.544,90.34
0.548,61.208
0.552,92.848
0.556,83.83
0.56,132.62
0.564,-53.939
0.568,98.686
0.572,48.331
0.576,75.878
0.58,-5.1139
0.584,177.95
0.588,132.12
0.592,153.6
0.596,43.109
0.6,62.834
0.604,170.81
0.608,-32.647
0.612,49.94
0.616,96.572
0.62,-7.0941
0.624,53.279
0.628,92.049
0.632,39.481
0.636,73.406
0.64,74.022
0.644,124.43
0.648,120.97
0.652,38.825
0.656,11.349
0.66,95.919
0.664,126.76
0.668,12.248
0.672,156.75
0.676,151.87
0.68,15.311
0.684,51.871
0.688,105.1
0.692,152.09
0.696,89.148
0.7,-22.332
0.704,-69.566
0.708,23.432
0.712,136.64
0.716,53.629
0.72,15.679
0.724,58.532
0.728,17.863
0.732,101.11
0.736,148.28
0.74,-135.86
0.744,-5.0849
0.748,45.449
0.752,287.22
0.756,74.238
0.76,6.8026
0.764,150.8
0.768,125.28
0.772,36.762
0.776,46.868
0.78,150.62
0.784,81.386
0.788,-2.1081
0.792,37.951
0.796,109.67
0.8,46.175
0.804,15.803
0.808,153.26
0.812,-135.15
0.816,-17.521
0.82,24.215
0.824,89.595
0.828,32.183
0.832,108.71
0.836,259.77
0.84,47.163
0.844,169.9
0.848,204.49
0.852,-37.086
0.856,-2.815
0.86,-25.724
0.864,123.95
0.868,-12.734
0.872,19.556
0.876,140.09
0.88,-18.451
0.884,35.793
0.888,99.811
0.892,33.802
0.896,105.44
0.9,96.823
0.904,-45.652
0.908,136.72
0.912,128.24
0.916,-304
0.92,141.99
0.924,2.1475
0.928,64.052
0.932,98.499
0.936,11.843
0.94,92.928
0.944,89.634
0.948,217.21
0.952,181.69
0.956,46.346
0.96,-39.045
0.964,60.163
0.968,133.27
0.972,154.82
0.976,113.58
0.98,38.881
0.984,176.78
0.988,121.45
0.992,53.887
0.996,96.052
1,219.94
1.004,143.56
1.008,225.34
1.012,144.01
1.016,169.81
1.02,52.01
1.024,3.378
1.028,80.039
1.032,70.211
1.036,49.533
1.04,61.087
1.044,34.479
1.048,29.277
1.052,101.98
1.056,179.54
1.06,10.799
1.064,204.03
1.068,79.173
1.072,-35.989
1.076,182.25
1.08,161.49
1.084,40.807
1.088,140.13
1.092,139.36
1.096,191.98
1.1,175.69
1.104,213.74
1.108,112.98
1.112,154.02
1.116,188.4
1.12,92.786
1.124,100.81
1.128,136.43
1.132,139.25
1.136,30.173
1.14,230.02
1.144,137.13
1.148,269.32
1.152,62.85
1.156,78.679
1.16,35.323
1.164,61.908
1.168,191.17
1.172,73.173
1.176,77.223
1.18,12.911
