-4.78998,7.8724,-2.08745
-0.883692,0.951344,0.88479
5.44276,5.65395,-2.25732
1.8714,4.77164,-1.36975
0.271209,0.726305,0.852946
-6.01354,2.03207,0.985657
0.531257,1.78114,0.293025
-4.53466,5.05155,-0.708941
-0.195549,0.836354,0.856266
2.50776,6.83439,-2.48067
1.72176,2.34569,-0.138066
-1.21668,2.37464,0.214767
-5.25331,7.06334,-1.62501
0.47788,1.70248,0.339023
-7.33694,5.17152,-0.41864
-5.76493,2.81577,0.562732
-6.32133,6.24865,-1.08416
-0.760703,1.82853,0.430825
-0.673447,2.22106,0.223653
-0.260294,1.39608,0.584497
6.05194,3.26413,-1.13856
-3.49211,6.21282,-1.4199
-4.00508,3.9697,-0.234217
3.49323,5.17045,-1.77188
-0.743037,8.18146,-2.74785
5.00665,7.70763,-3.22964
1.65234,0.674368,0.706274
8.25318,3.57989,-1.57159
7.05859,-0.341791,0.538572
9.3732,-0.531154,0.343927
0.122477,0.506568,0.981406
0.154463,4.26406,-0.901337
-2.50245,2.12147,0.50207
-0.272616,5.75604,-1.59394
0.574153,2.93802,-0.290777
-2.7174,6.87039,-1.84552
-3.95273,1.91587,0.786157
2.55676,7.25427,-2.69673
-8.15682,2.92325,0.807976
2.32508,5.25057,-1.66592
-3.75772,7.40665,-1.98361
0.502433,8.07514,-2.85037
7.5774,-1.30046,0.953055
-0.140717,0.86301,0.836085
2.66634,7.19506,-2.68082
-0.434004,0.665558,0.971471
-3.56673,4.2827,-0.445506
2.0451,6.38285,-2.19706
-0.437764,0.910893,0.849274
3.06299,2.45819,-0.361969
6.28818,6.94251,-3.00728
3.22673,0.891531,0.400894
3.01101,5.07901,-1.66588
3.99001,0.921097,0.290701
1.93425,5.25585,-1.61971
-1.68223,1.03917,0.940695
2.56075,4.65521,-1.3977
4.29912,-0.0741544,0.749687
5.97483,4.99672,-1.99521
2.48466,6.93984,-2.5305
-0.324435,4.52686,-0.972877
-2.83413,3.13918,0.0346746
-2.87919,1.25669,0.981552
8.612,0.913172,-0.283086
2.27946,3.26997,-0.669916
6.40507,3.47932,-1.29029
2.31479,3.03709,-0.557892
7.81891,-0.314275,0.429773
-1.54515,1.04793,0.91918
4.27059,1.51717,-0.0424084
-0.689511,1.69819,0.487093
-0.180105,1.97944,0.282791
-2.35885,6.15306,-1.53168
-0.488786,9.41979,-3.3988
0.315794,0.984996,0.718028
-0.25423,0.986113,0.788722
1.23079,5.68951,-1.74861
1.63011,4.76013,-1.33383
-4.8895,3.26619,0.228094
1.82105,2.48792,-0.221591
-5.58235,2.50343,0.696077
3.38931,-0.128364,0.890518
-0.546396,0.711517,0.962541
9.47635,1.05687,-0.462979
2.4824,1.69371,0.0928433
5.47429,7.70709,-3.28783
0.188026,0.617658,0.917668
1.31173,0.753539,0.709264
-2.4796,6.92133,-1.90072
1.56168,0.633646,0.737967
-5.94181,6.57926,-1.2969
2.99471,1.58811,0.081607
1.87861,6.32618,-2.14792
-2.72464,3.05425,0.0634548
1.72921,1.41777,0.324965
-0.667774,2.45763,0.104657
-4.54076,5.40521,-0.885008
0.308136,7.43777,-2.5074
-3.85339,5.50336,-1.02001
0.0314844,0.653402,0.919363
