0.584159,1.38277,-0.452705
-0.284576,0.985998,0.276518
-2.27205,6.39837,-6.90331
3.66656,3.59735,-4.1696
2.87105,3.95478,-4.5109
4.6792,3.11631,-3.69867
0.466708,4.32177,-4.54381
1.05264,4.89195,-5.45926
-6.39382,2.37908,-0.451946
1.14806,2.64429,-2.33162
2.44779,0.492105,0.421496
-3.82581,1.71275,-0.0326929
-6.62769,3.14433,-1.47652
-7.06308,3.20135,-1.46928
-2.92897,2.48735,-1.29649
-0.863502,1.92035,-0.915788
0.175356,3.50554,-3.34283
1.0405,1.16052,-0.232829
1.71905,3.97996,-4.31576
-5.82129,4.63525,-3.7251
0.591069,0.962266,0.134614
0.889461,5.1303,-5.76032
-4.6327,6.15993,-6.09736
0.509307,4.37057,-4.62066
-3.58315,6.0996,-6.22281
-6.54956,1.81602,0.367478
8.42927,2.38683,-3.42741
0.750084,0.754007,0.394373
-4.39083,6.23653,-6.25298
-4.00278,2.62482,-1.27419
2.48606,3.2675,-3.47171
-4.45172,5.66699,-5.44344
9.61857,-0.515357,0.397786
4.52885,0.327368,0.235915
-0.853714,5.50525,-5.93661
5.99223,3.54882,-4.56679
-6.66041,3.41989,-1.85577
-1.15628,4.05723,-3.84887
-0.549285,1.27854,-0.0800985
3.53573,1.59782,-1.3441
1.94494,0.62624,0.334276
2.22156,0.735699,0.125709
1.60343,0.875365,0.0538023
5.63787,3.56377,-4.51685
1.3251,0.89683,0.0794185
3.61058,2.60774,-2.77295
-3.89691,6.3411,-6.49816
2.37423,4.16919,-4.71171
-4.12545,1.80665,-0.104218
4.97029,1.06593,-0.886357
3.01417,1.91172,-1.67924
0.807309,1.28015,-0.353674
8.69859,1.98152,-2.91384
-4.22639,5.68919,-5.51959
8.87541,0.113094,-0.333414
0.639229,1.04409,0.0104262
3.73042,0.68884,-0.11046
1.35808,1.45644,-0.710627
0.11392,4.09939,-4.16193
-6.46134,1.8019,0.369606
-1.38099,2.24363,-1.26488
3.337,1.44714,-1.0934
4.49347,2.66419,-3.02855
2.13535,0.585671,0.35299
1.55353,0.640261,0.39293
-1.4666,2.28958,-1.31209
0.102167,1.022,0.148773
2.46489,4.21829,-4.79858
-0.886169,0.923139,0.484839
0.0786866,0.862079,0.377352
-8.4186,2.21224,0.186579
0.619975,0.768979,0.399434
3.23009,1.8472,-1.6321
5.96414,2.97571,-3.75882
-2.18182,1.19068,0.369408
2.21863,4.30389,-4.86917
0.39514,4.24298,-4.4192
7.75492,0.342293,-0.430194
0.809096,0.936468,0.127126
-2.26057,1.18981,0.386382
5.60036,2.6075,-3.17058
0.0471556,5.15987,-5.63324
-5.60687,5.61673,-5.14204
2.07831,4.56333,-5.20432
0.195633,0.740852,0.523681
-0.0545458,0.883394,0.374157
-7.27727,3.67237,-2.08587
1.16946,0.751376,0.31418
2.66628,1.63498,-1.22223
-1.6803,1.4823,-0.139162
-0.170486,2.46916,-1.82273
-0.498919,0.97224,0.338647
-8.45149,3.65096,-1.82104
-0.75136,1.16165,0.123965
8.20549,-0.152644,0.172605
1.42543,1.82798,-1.24426
0.715114,5.75503,-6.60007
2.47883,0.428255,0.504676
-3.34751,2.65495,-1.44743
-8.19993,2.62002,-0.428046
