6.10234,-5.11259,-2.62845
1.10971,-1.25589,0.386766
3.00289,-4.18805,-0.546627
1.40443,0.231926,-0.0362971
4.21788,5.56322,-2.80751
5.31204,5.92983,-3.64144
3.98505,0.148579,-1.86769
1.40309,1.32214,-0.191087
0.950731,2.5854,-0.0484368
0.955754,4.63918,-0.345421
1.70656,2.62094,-0.593389
4.66751,0.835317,-2.45327
2.82107,1.66165,-1.25243
0.707942,1.37673,0.297652
2.33935,5.769,-1.49511
0.607808,-0.255905,0.602409
1.83537,0.202105,-0.339851
4.11066,-4.23971,-1.33051
4.26774,4.57634,-2.70215
2.40174,3.01134,-1.14572
3.74542,-0.208004,-1.64559
6.77632,-4.66333,-3.17404
2.61959,9.04002,-2.16257
2.70817,-6.34318,-0.0282384
6.69044,-5.90626,-2.93513
5.78478,-7.74454,-2.02562
4.93781,-3.76776,-1.98876
7.10488,1.74756,-4.32457
-0.141479,3.6892,0.574028
-0.719556,7.93366,0.380588
0.359989,0.627528,0.653218
1.55171,4.44209,-0.742948
0.607515,-0.0438883,0.572331
3.75133,-8.26341,-0.49903
4.63314,5.60149,-3.1096
1.39567,-0.461433,0.0690095
3.87718,-4.00346,-1.19749
0.511372,-0.127388,0.652933
0.89219,0.225278,0.330539
4.31191,5.51667,-2.86803
-1.02743,8.5658,0.510191
1.52537,1.92645,-0.364756
2.4257,0.545572,-0.810582
2.39656,-4.41451,-0.0811845
0.887182,0.399401,0.309241
5.04053,-2.83731,-2.19505
1.03087,-0.942629,0.398324
1.80733,-2.99674,0.137154
1.25623,-1.14898,0.266835
6.29492,-4.87328,-2.80019
0.244444,5.5037,0.039154
0.336294,1.35134,0.566741
4.8178,-8.29358,-1.25649
3.85698,-5.01279,-1.03887
2.54836,-8.21226,0.352922
0.547607,0.0745228,0.598206
1.08005,1.01879,0.0829914
2.02281,-1.24241,-0.267377
3.09523,-0.666752,-1.11563
5.2477,7.48087,-3.81706
0.54688,0.0746988,0.598701
3.96492,2.3903,-2.17356
3.85484,-5.61832,-0.95084
0.99967,2.65937,-0.0939601
0.669987,0.948095,0.385996
4.01516,-6.60278,-0.924716
0.949157,0.51078,0.249062
0.88617,7.41932,-0.692882
0.613417,-0.384739,0.616808
0.939969,-0.0281327,0.332613
0.780041,7.67573,-0.653705
2.71769,-5.67492,-0.130501
0.690666,3.16044,0.0551763
0.970606,2.6288,-0.0688329
4.08386,3.27529,-2.38494
0.659501,-0.0616314,0.537732
6.62488,3.48062,-4.22929
5.924,1.91902,-3.50558
3.35063,1.14126,-1.55634
-0.103779,3.79139,0.532501
1.23452,0.155544,0.0959824
1.03421,-0.765703,0.370661
0.749379,-0.282423,0.505075
0.840747,2.08573,0.101505
1.47647,-1.9824,0.228579
0.512656,0.0593807,0.625334
1.16745,-3.20254,0.623615
6.30308,4.91749,-4.2047
3.4235,2.90791,-1.86077
2.11233,-2.12678,-0.204978
1.80189,-3.90707,0.271087
5.31538,-2.42718,-2.44996
6.70589,-4.19347,-3.19086
6.91444,-2.67257,-3.55709
2.60789,-1.95327,-0.583741
4.73411,-4.89998,-1.68151
3.25086,-0.256255,-1.28543
2.21491,5.3259,-1.34292
5.80074,-1.10097,-2.9861
2.00873,4.41316,-1.06526
