0,269.08
0.004,278.5
0.008,292
0.012,280.86
0.016,257.84
0.02,258.26
0.024,284.56
0.028,254.03
0.032,255.76
0.036,268.77
0.04,246.22
0.044,264.61
0.048,250.93
0.052,254.36
0.056,248.25
0.06,242.56
0.064,256.7
0.068,247.39
0.072,253.94
0.076,249.7
0.08,234.85
0.084,249.42
0.088,231.78
0.092,241.68
0.096,244.53
0.1,252.21
0.104,233.05
0.108,243.78
0.112,247.98
0.116,228.92
0.12,231.43
0.124,221.79
0.128,231.19
0.132,244.75
0.136,213.85
0.14,237.04
0.144,221.17
0.148,219.61
0.152,201.38
0.156,213.19
0.16,212.91
0.164,213.18
0.168,229.65
0.172,252.19
0.176,200.87
0.18,227.83
0.184,226.6
0.188,215.58
0.192,186.32
0.196,219.86
0.2,198.69
0.204,167.84
0.208,183.24
0.212,212.19
0.216,186.02
0.22,180.73
0.224,174.54
0.228,192.81
0.232,184.99
0.236,199.55
0.24,184.46
0.244,185.6
0.248,168.46
0.252,145.57
0.256,171.83
0.26,146.93
0.264,154.28
0.268,146.1
0.272,168.01
0.276,165.46
0.28,155.39
0.284,180.19
0.288,126.72
0.292,135.86
0.296,147.4
0.3,149.37
0.304,143.69
0.308,145.14
0.312,131.33
0.316,116.92
0.32,128.2
0.324,119.15
0.328,147.28
0.332,136.97
0.336,115.23
0.34,134.26
0.344,131.64
0.348,138.47
0.352,128.87
0.356,128.77
0.36,102.17
0.364,131.44
0.368,125.44
0.372,123.12
0.376,113.21
0.38,134.14
0.384,104.49
0.388,96.489
0.392,119.43
0.396,97.749
0.4,103.79
0.404,115.27
0.408,114.83
0.412,114.61
0.416,100.7
0.42,117.54
0.424,88.366
0.428,128.89
0.432,90.526
0.436,120.72
0.44,102.72
0.444,102.36
0.448,107.55
0.452,74.879
0.456,91.106
0.46,107.61
0.464,69.796
0.468,69.991
0.472,80.552
0.476,75.599
0.48,89.903
0.484,72.753
0.488,83.742
0.492,77.584
0.496,79.116
0.5,88.489
0.504,68.141
0.508,61.967
0.512,54.336
0.516,63.832
0.52,63.572
0.524,64.522
0.528,98.619
0.532,66.596
0.536,76.807
0.54,63.031
0.544,47.727
0.548,68.352
0.552,86.032
0.556,63.021
0.56,46.45
0.564,45.645
0.568,77.957
0.572,400
0.576,63.521
0.58,28.17
0.584,95.25
0.588,50.237
0.592,82.127
0.596,56.386
0.6,35.718
0.604,55.724
0.608,69.922
0.612,72.984
0.616,73.217
0.62,100.98
0.624,49.566
0.628,64.458
0.632,92.64
0.636,37.775
0.64,77.956
0.644,70.832
0.648,56.382
0.652,47.69
0.656,68.304
0.66,61.127
0.664,43.271
0.668,57.596
0.672,51.326
0.676,74.82
0.68,70.766
0.684,78.282
0.688,60.892
0.692,68.851
0.696,29.881
0.7,69.585
0.704,54.261
0.708,76.058
0.712,75.836
0.716,14.42
0.72,57.46
0.724,75.033
0.728,86.57
0.732,80.813
0.736,79.278
0.74,87.265
0.744,46.112
0.748,65.085
0.752,87.233
0.756,64.843
0.76,65.251
0.764,51.923
0.768,55.691
0.772,63.04
0.776,76.767
0.78,102.6
0.784,35.515
0.788,62.44
0.792,80.818
0.796,50.898
0.8,72.187
0.804,73.881
0.808,73.246
0.812,52.049
0.816,89.106
0.82,69.422
0.824,87.093
0.828,86.651
0.832,75.536
0.836,34.707
0.84,98.914
0.844,76.085
0.848,27.235
0.852,64.137
0.856,57.36
0.86,71.527
0.864,72.081
0.868,44.228
0.872,54.69
0.876,35.544
0.88,87.015
0.884,63.329
0.888,82.11
0.892,41.721
0.896,72.935
0.9,84.311
0.904,70.582
0.908,49.466
0.912,116.52
0.916,96.193
0.92,77.404
0.924,80.133
0.928,37.906
0.932,68.081
0.936,65.992
0.94,95.369
0.944,86.823
0.948,89.204
0.952,54.993
0.956,79.407
0.96,89.298
0.964,90.069
0.968,87.232
0.972,70.977
0.976,94.858
0.98,89.186
0.984,88.156
0.988,96.607
0.992,71.886
0.996,87.668
1,79.198
1.004,71.359
1.008,93.602
1.012,63.508
1.016,87.448
1.02,68.014
1.024,87.856
1.028,80.896
1.032,80.121
1.036,7.1492
1.04,67.251
1.044,-83
1.048,79.412
1.052,100.32
1.056,87.35
1.06,82.061
1.064,73.978
1.068,121.63
1.072,115.03
1.076,76.479
1.08,103.24
1.084,92.279
1.088,-36
1.092,104.6
1.096,102.6
1.1,108.22
1.104,140.04
1.108,89.735
1.112,73.399
1.116,73.075
1.12,141.9
1.124,124.52
1.128,131.78
1.132,111.52
1.136,117.55
1.14,124.77
1.144,129.1
1.148,128.65
1.152,117.89
1.156,107.33
1.16,119.42
1.164,124.05
1.168,120.28
1.172,145.99
1.176,120.41
1.18,133.06
1.184,130.43
1.188,152.04
1.192,141.3
1.196,135.38
1.2,133.98
1.204,98.57
1.208,166.64
1.212,153.46
1.216,149.64
1.22,138.28
1.224,152.78
1.228,155
1.232,118.61
1.236,170.95
1.24,169.09
1.244,151.67
1.248,175.9
1.252,174.12
1.256,154.63
1.26,159.63
1.264,173.11
1.268,169
1.272,160.06
1.276,179.47
1.28,180.86
1.284,189.74
1.288,173.98
1.292,196.61
1.296,154.01
1.3,212.48
1.304,219.89
1.308,233.61
1.312,183.18
1.316,181.21
1.32,221.95
1.324,178.87
1.328,207.59
1.332,216.96
1.336,196.37
1.34,210.88
1.344,187.24
1.348,205.93
1.352,209.08
1.356,227.95
1.36,224.91
1.364,227.64
1.368,249.8
1.372,219.63
1.376,215.41
1.38,239.08
1.384,238.79
1.388,216.76
1.392,228.41
1.396,249.48
1.4,258.29
1.404,260.23
1.408,236.56
1.412,255.75
